,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
3342,Dennis Gansel,Dennis Gansel,Dennis Gansel,Dennis Gansel,Drama Thriller,the wave,Dennis Gansel Dennis Gansel Dennis Gansel Dennis Gansel Drama Thriller
3343,Nicolas Winding Refn,Nicolas Winding Refn,Nicolas Winding Refn,Nicolas Winding Refn,Horror Thriller,the neon demon,Nicolas Winding Refn Nicolas Winding Refn Nicolas Winding Refn Nicolas Winding Refn Horror Thriller
3344,Daniel Barber,Daniel Barber,Daniel Barber,Daniel Barber,Action Crime Drama Thriller,harry brown,Daniel Barber Daniel Barber Daniel Barber Daniel Barber Action Crime Drama Thriller
3345,Sam Raimi,Sam Raimi,Sam Raimi,Sam Raimi,Action Adventure Romance,spider-man 3,Sam Raimi Sam Raimi Sam Raimi Sam Raimi Action Adventure Romance
3346,Robert Marcarelli,Robert Marcarelli,Robert Marcarelli,Robert Marcarelli,Action Adventure Fantasy Sci-Fi Thriller,the omega code,Robert Marcarelli Robert Marcarelli Robert Marcarelli Robert Marcarelli Action Adventure Fantasy Sci-Fi Thriller
3347,Ernie Barbarash,Ernie Barbarash,Ernie Barbarash,Ernie Barbarash,Action Thriller,pound of flesh,Ernie Barbarash Ernie Barbarash Ernie Barbarash Ernie Barbarash Action Thriller
3348,Guy Hamilton,Guy Hamilton,Guy Hamilton,Guy Hamilton,Action Adventure Thriller,diamonds are forever,Guy Hamilton Guy Hamilton Guy Hamilton Guy Hamilton Action Adventure Thriller
3349,Francis Ford Coppola,Francis Ford Coppola,Francis Ford Coppola,Francis Ford Coppola,Crime Drama,the godfather,Francis Ford Coppola Francis Ford Coppola Francis Ford Coppola Francis Ford Coppola Crime Drama
3350,Adrian Lyne,Adrian Lyne,Adrian Lyne,Adrian Lyne,Drama Music Romance,flashdance,Adrian Lyne Adrian Lyne Adrian Lyne Adrian Lyne Drama Music Romance
3351,Marc Webb,Marc Webb,Marc Webb,Marc Webb,Comedy Drama Romance,500 days of summer,Marc Webb Marc Webb Marc Webb Marc Webb Comedy Drama Romance
3352,Jane Campion,Jane Campion,Jane Campion,Jane Campion,Drama Music Romance,the piano,Jane Campion Jane Campion Jane Campion Jane Campion Drama Music Romance
3353,Steven Soderbergh,Steven Soderbergh,Steven Soderbergh,Steven Soderbergh,Comedy Drama,magic mike,Steven Soderbergh Steven Soderbergh Steven Soderbergh Steven Soderbergh Comedy Drama
3354,Jonathan Liebesman,Jonathan Liebesman,Jonathan Liebesman,Jonathan Liebesman,Horror Mystery Thriller,darkness falls,Jonathan Liebesman Jonathan Liebesman Jonathan Liebesman Jonathan Liebesman Horror Mystery Thriller
3355,Guy Hamilton,Guy Hamilton,Guy Hamilton,Guy Hamilton,Action Adventure Thriller,live and let die,Guy Hamilton Guy Hamilton Guy Hamilton Guy Hamilton Action Adventure Thriller
3356,Jay Russell,Jay Russell,Jay Russell,Jay Russell,Drama Family Sport,my dog skip,Jay Russell Jay Russell Jay Russell Jay Russell Drama Family Sport
3357,Adam Brooks,Adam Brooks,Adam Brooks,Adam Brooks,Comedy Drama Romance,"definitely, maybe",Adam Brooks Adam Brooks Adam Brooks Adam Brooks Comedy Drama Romance
3358,Salim Akil,Salim Akil,Salim Akil,Salim Akil,Comedy Drama,jumping the broom,Salim Akil Salim Akil Salim Akil Salim Akil Comedy Drama
3359,Baz Luhrmann,Baz Luhrmann,Baz Luhrmann,Baz Luhrmann,Drama Romance,the great gatsby,Baz Luhrmann Baz Luhrmann Baz Luhrmann Baz Luhrmann Drama Romance
3360,George Clooney,George Clooney,George Clooney,George Clooney,Biography Drama History,"good night, and good luck.",George Clooney George Clooney George Clooney George Clooney Biography Drama History
3361,Bennett Miller,Bennett Miller,Bennett Miller,Bennett Miller,Biography Crime Drama,capote,Bennett Miller Bennett Miller Bennett Miller Bennett Miller Biography Crime Drama
3362,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,Action Crime Thriller,desperado,Robert Rodriguez Robert Rodriguez Robert Rodriguez Robert Rodriguez Action Crime Thriller
3363,Michael Winterbottom,Michael Winterbottom,Michael Winterbottom,Michael Winterbottom,Drama Romance Western,the claim,Michael Winterbottom Michael Winterbottom Michael Winterbottom Michael Winterbottom Drama Romance Western
3364,unknown,unknown,unknown,unknown,Crime Drama Thriller,fargo,unknown unknown unknown unknown Crime Drama Thriller
3365,Michael Anderson,Michael Anderson,Michael Anderson,Michael Anderson,Action Adventure Sci-Fi,logan's run,Michael Anderson Michael Anderson Michael Anderson Michael Anderson Action Adventure Sci-Fi
3366,Guy Hamilton,Guy Hamilton,Guy Hamilton,Guy Hamilton,Action Adventure Thriller,the man with the golden gun,Guy Hamilton Guy Hamilton Guy Hamilton Guy Hamilton Action Adventure Thriller
3367,Craig R. Baxley,Craig R. Baxley,Craig R. Baxley,Craig R. Baxley,Action Comedy Crime Thriller,action jackson,Craig R. Baxley Craig R. Baxley Craig R. Baxley Craig R. Baxley Action Comedy Crime Thriller
3368,Neil Marshall,Neil Marshall,Neil Marshall,Neil Marshall,Adventure Horror Thriller,the descent,Neil Marshall Neil Marshall Neil Marshall Neil Marshall Adventure Horror Thriller
3369,Don Kempf,Don Kempf,Don Kempf,Don Kempf,Documentary Sport,michael jordan to the max,Don Kempf Don Kempf Don Kempf Don Kempf Documentary Sport
3370,Matt Bettinelli-Olpin,Matt Bettinelli-Olpin,Matt Bettinelli-Olpin,Matt Bettinelli-Olpin,Horror Mystery,devil's due,Matt Bettinelli-Olpin Matt Bettinelli-Olpin Matt Bettinelli-Olpin Matt Bettinelli-Olpin Horror Mystery
3371,David O. Russell,David O. Russell,David O. Russell,David O. Russell,Comedy,flirting with disaster,David O. Russell David O. Russell David O. Russell David O. Russell Comedy
3372,Rob Zombie,Rob Zombie,Rob Zombie,Rob Zombie,Crime Horror,the devil's rejects,Rob Zombie Rob Zombie Rob Zombie Rob Zombie Crime Horror
3373,unknown,unknown,unknown,unknown,Action Drama Fantasy Romance,buffy the vampire slayer,unknown unknown unknown unknown Action Drama Fantasy Romance
3374,Rick Famuyiwa,Rick Famuyiwa,Rick Famuyiwa,Rick Famuyiwa,Comedy Crime Drama,dope,Rick Famuyiwa Rick Famuyiwa Rick Famuyiwa Rick Famuyiwa Comedy Crime Drama
3375,Michael Rymer,Michael Rymer,Michael Rymer,Michael Rymer,Crime Drama Thriller,in too deep,Michael Rymer Michael Rymer Michael Rymer Michael Rymer Crime Drama Thriller
3376,Sam Mendes,Sam Mendes,Sam Mendes,Sam Mendes,Action Adventure Thriller,skyfall,Sam Mendes Sam Mendes Sam Mendes Sam Mendes Action Adventure Thriller
3377,Rob Zombie,Rob Zombie,Rob Zombie,Rob Zombie,Horror,house of 1000 corpses,Rob Zombie Rob Zombie Rob Zombie Rob Zombie Horror
3378,Sharron Miller,Sharron Miller,Sharron Miller,Sharron Miller,Horror,alien zone,Sharron Miller Sharron Miller Sharron Miller Sharron Miller Horror
3379,Ethan Coen,Ethan Coen,Ethan Coen,Ethan Coen,Comedy Drama,a serious man,Ethan Coen Ethan Coen Ethan Coen Ethan Coen Comedy Drama
3380,Aaron Schneider,Aaron Schneider,Aaron Schneider,Aaron Schneider,Drama Mystery,get low,Aaron Schneider Aaron Schneider Aaron Schneider Aaron Schneider Drama Mystery
3381,Steve Miner,Steve Miner,Steve Miner,Steve Miner,Action Fantasy Horror Thriller,warlock,Steve Miner Steve Miner Steve Miner Steve Miner Action Fantasy Horror Thriller
3382,Gina Prince-Bythewood,Gina Prince-Bythewood,Gina Prince-Bythewood,Gina Prince-Bythewood,Drama Music,beyond the lights,Gina Prince-Bythewood Gina Prince-Bythewood Gina Prince-Bythewood Gina Prince-Bythewood Drama Music
3383,Tom Ford,Tom Ford,Tom Ford,Tom Ford,Drama Romance,a single man,Tom Ford Tom Ford Tom Ford Tom Ford Drama Romance
3384,Martin Scorsese,Martin Scorsese,Martin Scorsese,Martin Scorsese,Drama,the last temptation of christ,Martin Scorsese Martin Scorsese Martin Scorsese Martin Scorsese Drama
3385,Michael Corrente,Michael Corrente,Michael Corrente,Michael Corrente,Comedy Drama Romance,outside providence,Michael Corrente Michael Corrente Michael Corrente Michael Corrente Comedy Drama Romance
3386,Gurinder Chadha,Gurinder Chadha,Gurinder Chadha,Gurinder Chadha,Comedy Drama Musical Romance,bride & prejudice,Gurinder Chadha Gurinder Chadha Gurinder Chadha Gurinder Chadha Comedy Drama Musical Romance
3387,Phillip Noyce,Phillip Noyce,Phillip Noyce,Phillip Noyce,Adventure Biography Drama History,rabbit-proof fence,Phillip Noyce Phillip Noyce Phillip Noyce Phillip Noyce Adventure Biography Drama History
3388,Don Michael Paul,Don Michael Paul,Don Michael Paul,Don Michael Paul,Comedy Sport,who's your caddy?,Don Michael Paul Don Michael Paul Don Michael Paul Don Michael Paul Comedy Sport
3389,Tony Maylam,Tony Maylam,Tony Maylam,Tony Maylam,Action Crime Horror Sci-Fi Thriller,split second,Tony Maylam Tony Maylam Tony Maylam Tony Maylam Action Crime Horror Sci-Fi Thriller
3390,unknown,unknown,unknown,unknown,Action Crime Drama Thriller,nikita,unknown unknown unknown unknown Action Crime Drama Thriller
3391,Mitch Davis,Mitch Davis,Mitch Davis,Mitch Davis,Adventure Biography Drama,the other side of heaven,Mitch Davis Mitch Davis Mitch Davis Mitch Davis Adventure Biography Drama
3392,unknown,unknown,unknown,unknown,Action Drama Mystery Sci-Fi,dark angel,unknown unknown unknown unknown Action Drama Mystery Sci-Fi
3393,Yash Chopra,Yash Chopra,Yash Chopra,Yash Chopra,Drama Musical Romance,veer-zaara,Yash Chopra Yash Chopra Yash Chopra Yash Chopra Drama Musical Romance
3394,David Mamet,David Mamet,David Mamet,David Mamet,Drama Sport,redbelt,David Mamet David Mamet David Mamet David Mamet Drama Sport
3395,Jay Duplass,Jay Duplass,Jay Duplass,Jay Duplass,Comedy Drama Romance,cyrus,Jay Duplass Jay Duplass Jay Duplass Jay Duplass Comedy Drama Romance
3396,Kevin Brodie,Kevin Brodie,Kevin Brodie,Kevin Brodie,Drama Family,a dog of flanders,Kevin Brodie Kevin Brodie Kevin Brodie Kevin Brodie Drama Family
3397,Paul Schrader,Paul Schrader,Paul Schrader,Paul Schrader,Biography Crime Drama,auto focus,Paul Schrader Paul Schrader Paul Schrader Paul Schrader Biography Crime Drama
3398,George Hickenlooper,George Hickenlooper,George Hickenlooper,George Hickenlooper,Biography Drama,factory girl,George Hickenlooper George Hickenlooper George Hickenlooper George Hickenlooper Biography Drama
3399,Lynne Ramsay,Lynne Ramsay,Lynne Ramsay,Lynne Ramsay,Drama Thriller,we need to talk about kevin,Lynne Ramsay Lynne Ramsay Lynne Ramsay Lynne Ramsay Drama Thriller
3400,John Stephenson,John Stephenson,John Stephenson,John Stephenson,Drama Family,the christmas candle,John Stephenson John Stephenson John Stephenson John Stephenson Drama Family
3401,Tim Chambers,Tim Chambers,Tim Chambers,Tim Chambers,Drama Sport,the mighty macs,Tim Chambers Tim Chambers Tim Chambers Tim Chambers Drama Sport
3402,Curtis Hanson,Curtis Hanson,Curtis Hanson,Curtis Hanson,Comedy Drama Family,losin' it,Curtis Hanson Curtis Hanson Curtis Hanson Curtis Hanson Comedy Drama Family
3403,Rodrigo García,Rodrigo García,Rodrigo García,Rodrigo García,Drama Romance,mother and child,Rodrigo García Rodrigo García Rodrigo García Rodrigo García Drama Romance
3404,Dick Richards,Dick Richards,Dick Richards,Dick Richards,Adventure Drama Romance War,march or die,Dick Richards Dick Richards Dick Richards Dick Richards Adventure Drama Romance War
3405,Jean-Marie Poiré,Jean-Marie Poiré,Jean-Marie Poiré,Jean-Marie Poiré,Comedy Fantasy Sci-Fi,les visiteurs,Jean-Marie Poiré Jean-Marie Poiré Jean-Marie Poiré Jean-Marie Poiré Comedy Fantasy Sci-Fi
3406,Sofia Coppola,Sofia Coppola,Sofia Coppola,Sofia Coppola,Comedy Drama,somewhere,Sofia Coppola Sofia Coppola Sofia Coppola Sofia Coppola Comedy Drama
3407,Bob Gosse,Bob Gosse,Bob Gosse,Bob Gosse,Comedy,i hope they serve beer in hell,Bob Gosse Bob Gosse Bob Gosse Bob Gosse Comedy
3408,Alex Zamm,Alex Zamm,Alex Zamm,Alex Zamm,Comedy,chairman of the board,Alex Zamm Alex Zamm Alex Zamm Alex Zamm Comedy
3409,Spencer Susser,Spencer Susser,Spencer Susser,Spencer Susser,Drama,hesher,Spencer Susser Spencer Susser Spencer Susser Spencer Susser Drama
3410,Richard Shepard,Richard Shepard,Richard Shepard,Richard Shepard,Comedy Crime Drama,dom hemingway,Richard Shepard Richard Shepard Richard Shepard Richard Shepard Comedy Crime Drama
3411,Gus Van Sant,Gus Van Sant,Gus Van Sant,Gus Van Sant,Adventure Drama Mystery,gerry,Gus Van Sant Gus Van Sant Gus Van Sant Gus Van Sant Adventure Drama Mystery
3412,Thaddeus O'Sullivan,Thaddeus O'Sullivan,Thaddeus O'Sullivan,Thaddeus O'Sullivan,Drama Romance,the heart of me,Thaddeus O'Sullivan Thaddeus O'Sullivan Thaddeus O'Sullivan Thaddeus O'Sullivan Drama Romance
3413,Peter Sollett,Peter Sollett,Peter Sollett,Peter Sollett,Biography Drama Romance,freeheld,Peter Sollett Peter Sollett Peter Sollett Peter Sollett Biography Drama Romance
3414,Shari Springer Berman,Shari Springer Berman,Shari Springer Berman,Shari Springer Berman,Comedy,the extra man,Shari Springer Berman Shari Springer Berman Shari Springer Berman Shari Springer Berman Comedy
3415,Aleksey German,Aleksey German,Aleksey German,Aleksey German,Drama Sci-Fi,hard to be a god,Aleksey German Aleksey German Aleksey German Aleksey German Drama Sci-Fi
3416,Stephen Milburn Anderson,Stephen Milburn Anderson,Stephen Milburn Anderson,Stephen Milburn Anderson,Comedy Crime Thriller,ca$h,Stephen Milburn Anderson Stephen Milburn Anderson Stephen Milburn Anderson Stephen Milburn Anderson Comedy Crime Thriller
3417,Richard E. Grant,Richard E. Grant,Richard E. Grant,Richard E. Grant,Drama,wah-wah,Richard E. Grant Richard E. Grant Richard E. Grant Richard E. Grant Drama
3418,Troy Duffy,Troy Duffy,Troy Duffy,Troy Duffy,Action Crime Thriller,the boondock saints,Troy Duffy Troy Duffy Troy Duffy Troy Duffy Action Crime Thriller
3419,David Lam,David Lam,David Lam,David Lam,Action Crime,z storm,David Lam David Lam David Lam David Lam Action Crime
3420,Francis Ford Coppola,Francis Ford Coppola,Francis Ford Coppola,Francis Ford Coppola,Comedy Fantasy Horror Mystery,twixt,Francis Ford Coppola Francis Ford Coppola Francis Ford Coppola Francis Ford Coppola Comedy Fantasy Horror Mystery
3421,Vladlen Barbe,Vladlen Barbe,Vladlen Barbe,Vladlen Barbe,Adventure Animation Family,snow queen,Vladlen Barbe Vladlen Barbe Vladlen Barbe Vladlen Barbe Adventure Animation Family
3422,Richard Rich,Richard Rich,Richard Rich,Richard Rich,Action Adventure Animation Comedy Drama Family Fantasy Thriller,alpha and omega 4: the legend of the saw toothed cave,Richard Rich Richard Rich Richard Rich Richard Rich Action Adventure Animation Comedy Drama Family Fantasy Thriller
3423,Clint Eastwood,Clint Eastwood,Clint Eastwood,Clint Eastwood,Western,pale rider,Clint Eastwood Clint Eastwood Clint Eastwood Clint Eastwood Western
3424,Robert C. Cooper,Robert C. Cooper,Robert C. Cooper,Robert C. Cooper,Action Adventure Drama Fantasy Sci-Fi,stargate: the ark of truth,Robert C. Cooper Robert C. Cooper Robert C. Cooper Robert C. Cooper Action Adventure Drama Fantasy Sci-Fi
3425,Richard Linklater,Richard Linklater,Richard Linklater,Richard Linklater,Comedy,dazed and confused,Richard Linklater Richard Linklater Richard Linklater Richard Linklater Comedy
3426,Kenny Ortega,Kenny Ortega,Kenny Ortega,Kenny Ortega,Comedy Drama Family Music Musical Romance,high school musical 2,Kenny Ortega Kenny Ortega Kenny Ortega Kenny Ortega Comedy Drama Family Music Musical Romance
3427,Kim Nguyen,Kim Nguyen,Kim Nguyen,Kim Nguyen,Drama Romance,two lovers and a bear,Kim Nguyen Kim Nguyen Kim Nguyen Kim Nguyen Drama Romance
3428,Jackie Earle Haley,Jackie Earle Haley,Jackie Earle Haley,Jackie Earle Haley,Crime Drama Thriller,criminal activities,Jackie Earle Haley Jackie Earle Haley Jackie Earle Haley Jackie Earle Haley Crime Drama Thriller
3429,Max Färberböck,Max Färberböck,Max Färberböck,Max Färberböck,Biography Drama Romance War,aimee & jaguar,Max Färberböck Max Färberböck Max Färberböck Max Färberböck Biography Drama Romance War
3430,Arie Posin,Arie Posin,Arie Posin,Arie Posin,Comedy Drama,the chumscrubber,Arie Posin Arie Posin Arie Posin Arie Posin Comedy Drama
3431,Damian Nieman,Damian Nieman,Damian Nieman,Damian Nieman,Crime Thriller,shade,Damian Nieman Damian Nieman Damian Nieman Damian Nieman Crime Thriller
3432,Mark Tonderai,Mark Tonderai,Mark Tonderai,Mark Tonderai,Drama Horror Thriller,house at the end of the street,Mark Tonderai Mark Tonderai Mark Tonderai Mark Tonderai Drama Horror Thriller
3433,Denis Villeneuve,Denis Villeneuve,Denis Villeneuve,Denis Villeneuve,Drama Mystery War,incendies,Denis Villeneuve Denis Villeneuve Denis Villeneuve Denis Villeneuve Drama Mystery War
3434,Gabriele Muccino,Gabriele Muccino,Gabriele Muccino,Gabriele Muccino,Comedy Drama Romance,"remember me, my love",Gabriele Muccino Gabriele Muccino Gabriele Muccino Gabriele Muccino Comedy Drama Romance
3435,Ian Fitzgibbon,Ian Fitzgibbon,Ian Fitzgibbon,Ian Fitzgibbon,Action Comedy Crime Drama Romance Thriller,perrier's bounty,Ian Fitzgibbon Ian Fitzgibbon Ian Fitzgibbon Ian Fitzgibbon Action Comedy Crime Drama Romance Thriller
3436,José Padilha,José Padilha,José Padilha,José Padilha,Action Crime Drama Thriller,elite squad,José Padilha José Padilha José Padilha José Padilha Action Crime Drama Thriller
3437,John R. Leonetti,John R. Leonetti,John R. Leonetti,John R. Leonetti,Horror Mystery,annabelle,John R. Leonetti John R. Leonetti John R. Leonetti John R. Leonetti Horror Mystery
3438,Rachel Perkins,Rachel Perkins,Rachel Perkins,Rachel Perkins,Comedy Drama Musical,bran nue dae,Rachel Perkins Rachel Perkins Rachel Perkins Rachel Perkins Comedy Drama Musical
3439,John Singleton,John Singleton,John Singleton,John Singleton,Crime Drama,boyz n the hood,John Singleton John Singleton John Singleton John Singleton Crime Drama
3440,Luis Valdez,Luis Valdez,Luis Valdez,Luis Valdez,Biography Drama Music,la bamba,Luis Valdez Luis Valdez Luis Valdez Luis Valdez Biography Drama Music
3441,Alan Alda,Alan Alda,Alan Alda,Alan Alda,Comedy Drama,the four seasons,Alan Alda Alan Alda Alan Alda Alan Alda Comedy Drama
3442,Brian De Palma,Brian De Palma,Brian De Palma,Brian De Palma,Mystery Romance Thriller,dressed to kill,Brian De Palma Brian De Palma Brian De Palma Brian De Palma Mystery Romance Thriller
3443,Stephen Sommers,Stephen Sommers,Stephen Sommers,Stephen Sommers,Adventure Comedy Drama Family,the adventures of huck finn,Stephen Sommers Stephen Sommers Stephen Sommers Stephen Sommers Adventure Comedy Drama Family
3444,Doug Liman,Doug Liman,Doug Liman,Doug Liman,Comedy Crime,go,Doug Liman Doug Liman Doug Liman Doug Liman Comedy Crime
3445,Nicole Holofcener,Nicole Holofcener,Nicole Holofcener,Nicole Holofcener,Comedy Drama Romance,friends with money,Nicole Holofcener Nicole Holofcener Nicole Holofcener Nicole Holofcener Comedy Drama Romance
3446,Robert Wise,Robert Wise,Robert Wise,Robert Wise,Sci-Fi Thriller,the andromeda strain,Robert Wise Robert Wise Robert Wise Robert Wise Sci-Fi Thriller
3447,Louis Morneau,Louis Morneau,Louis Morneau,Louis Morneau,Horror Sci-Fi Thriller,bats,Louis Morneau Louis Morneau Louis Morneau Louis Morneau Horror Sci-Fi Thriller
3448,Caroline Link,Caroline Link,Caroline Link,Caroline Link,Biography Drama,nowhere in africa,Caroline Link Caroline Link Caroline Link Caroline Link Biography Drama
3449,Steve McQueen,Steve McQueen,Steve McQueen,Steve McQueen,Drama,shame,Steve McQueen Steve McQueen Steve McQueen Steve McQueen Drama
